[2025-03-16T03:50:34.744+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-03-16T03:50:34.759+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: data_pipeline.bronze_layer_group.quality_check_raw_data scheduled__2025-03-16T02:00:00+00:00 [queued]>
[2025-03-16T03:50:34.767+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: data_pipeline.bronze_layer_group.quality_check_raw_data scheduled__2025-03-16T02:00:00+00:00 [queued]>
[2025-03-16T03:50:34.767+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 4
[2025-03-16T03:50:34.779+0000] {taskinstance.py:2889} INFO - Executing <Task(_PythonDecoratedOperator): bronze_layer_group.quality_check_raw_data> on 2025-03-16 02:00:00+00:00
[2025-03-16T03:50:34.788+0000] {standard_task_runner.py:72} INFO - Started process 362 to run task
[2025-03-16T03:50:34.795+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'data_pipeline', 'bronze_layer_group.quality_check_raw_data', 'scheduled__2025-03-16T02:00:00+00:00', '--job-id', '111', '--raw', '--subdir', 'DAGS_FOLDER/data_pipeline.py', '--cfg-path', '/tmp/tmpjobqymjm']
[2025-03-16T03:50:34.797+0000] {standard_task_runner.py:105} INFO - Job 111: Subtask bronze_layer_group.quality_check_raw_data
[2025-03-16T03:50:34.853+0000] {task_command.py:467} INFO - Running <TaskInstance: data_pipeline.bronze_layer_group.quality_check_raw_data scheduled__2025-03-16T02:00:00+00:00 [running]> on host c891f3a5df31
[2025-03-16T03:50:34.945+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='data_pipeline' AIRFLOW_CTX_TASK_ID='bronze_layer_group.quality_check_raw_data' AIRFLOW_CTX_EXECUTION_DATE='2025-03-16T02:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-03-16T02:00:00+00:00'
[2025-03-16T03:50:34.946+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-03-16T03:50:34.955+0000] {log.py:232} WARNING - 2025-03-16 03:50:34.954 | INFO     | data_pipeline.bronze.validate_raw_data:validate_raw_data:171 - Initial columns: ['VendorID', 'lpep_pickup_datetime', 'lpep_dropoff_datetime', 'store_and_fwd_flag', 'RatecodeID', 'PULocationID', 'DOLocationID', 'passenger_count', 'trip_distance', 'fare_amount', 'extra', 'mta_tax', 'tip_amount', 'tolls_amount', 'ehail_fee', 'improvement_surcharge', 'total_amount', 'payment_type', 'trip_type', 'congestion_surcharge']
[2025-03-16T03:50:35.016+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.016 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 00:37:49', 'lpep_dropoff_datetime': '2024-03-01 00:50:25', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 56, 'DOLocationID': 160, 'passenger_count': 1.0, 'trip_distance': 2.75, 'fare_amount': 14.9, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 17.4, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.017+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.017 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 00:42:24', 'lpep_dropoff_datetime': '2024-03-01 00:52:09', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 92, 'DOLocationID': 73, 'passenger_count': 1.0, 'trip_distance': 1.6, 'fare_amount': 10.7, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 13.2, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.017+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.017 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 00:42:34', 'lpep_dropoff_datetime': '2024-03-01 00:46:00', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 10, 'DOLocationID': 215, 'passenger_count': 1.0, 'trip_distance': 0.77, 'fare_amount': 5.8, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 8.3, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.018+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.017 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 00:54:18', 'lpep_dropoff_datetime': '2024-03-01 01:02:45', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 7, 'DOLocationID': 223, 'passenger_count': 1.0, 'trip_distance': 1.42, 'fare_amount': 10.0, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 1.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 13.5, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.018+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.018 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-02-29 23:59:52', 'lpep_dropoff_datetime': '2024-03-01 00:18:06', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 152, 'DOLocationID': 51, 'passenger_count': 1.0, 'trip_distance': 12.61, 'fare_amount': 34.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 35.0, 'payment_type': 2.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.018+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.018 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 00:40:51', 'lpep_dropoff_datetime': '2024-03-01 00:45:17', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 20, 'DOLocationID': 78, 'passenger_count': 1.0, 'trip_distance': 0.87, 'fare_amount': 9.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 10.0, 'payment_type': 2.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.019+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.019 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:17:40', 'lpep_dropoff_datetime': '2024-03-01 01:33:36', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 65, 'DOLocationID': 181, 'passenger_count': 1.0, 'trip_distance': 3.1, 'fare_amount': 17.0, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 4.88, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 24.38, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.019+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.019 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:30:32', 'lpep_dropoff_datetime': '2024-03-01 01:40:00', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 130, 'DOLocationID': 216, 'passenger_count': 1.0, 'trip_distance': 1.93, 'fare_amount': 12.1, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 14.6, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.020+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.020 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:27:33', 'lpep_dropoff_datetime': '2024-03-01 01:39:28', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 255, 'DOLocationID': 80, 'passenger_count': 3.0, 'trip_distance': 2.47, 'fare_amount': 14.2, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 1.67, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 18.37, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.020+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.020 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:41:25', 'lpep_dropoff_datetime': '2024-03-01 01:46:52', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 75, 'DOLocationID': 43, 'passenger_count': 1.0, 'trip_distance': 1.23, 'fare_amount': 7.9, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 2.08, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 12.48, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.021+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.020 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:07:20', 'lpep_dropoff_datetime': '2024-03-01 01:07:27', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 95, 'DOLocationID': 95, 'passenger_count': 5.0, 'trip_distance': 0.26, 'fare_amount': 10.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 1.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 12.0, 'payment_type': 1.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.021+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.021 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:21:49', 'lpep_dropoff_datetime': '2024-03-01 01:36:24', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 80, 'DOLocationID': 49, 'passenger_count': 2.0, 'trip_distance': 2.48, 'fare_amount': 15.6, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 5.43, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 23.53, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.022+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.021 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:09:27', 'lpep_dropoff_datetime': '2024-03-01 01:11:39', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 223, 'DOLocationID': 223, 'passenger_count': 1.0, 'trip_distance': 0.33, 'fare_amount': 4.4, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 1.72, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 8.62, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.022+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.022 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:16:35', 'lpep_dropoff_datetime': '2024-03-01 01:21:56', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 215, 'DOLocationID': 218, 'passenger_count': 1.0, 'trip_distance': 1.78, 'fare_amount': 18.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 3.8, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 22.8, 'payment_type': 1.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.022+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.022 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:26:37', 'lpep_dropoff_datetime': '2024-03-01 01:33:03', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 74, 'DOLocationID': 75, 'passenger_count': 1.0, 'trip_distance': 1.29, 'fare_amount': 9.3, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 11.8, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.023+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.023 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:09:50', 'lpep_dropoff_datetime': '2024-03-01 01:17:41', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 95, 'DOLocationID': 28, 'passenger_count': 1.0, 'trip_distance': 0.0, 'fare_amount': 7.9, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 10.4, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.023+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.023 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:10:46', 'lpep_dropoff_datetime': '2024-03-01 01:17:06', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 95, 'DOLocationID': 196, 'passenger_count': 1.0, 'trip_distance': 1.46, 'fare_amount': 8.6, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 3.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 14.1, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.024+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.024 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:47:55', 'lpep_dropoff_datetime': '2024-03-01 01:53:31', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 166, 'DOLocationID': 151, 'passenger_count': 1.0, 'trip_distance': 1.11, 'fare_amount': 8.6, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 11.1, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.024+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.024 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 1, 'lpep_pickup_datetime': '2024-03-01 01:03:18', 'lpep_dropoff_datetime': '2024-03-01 01:08:27', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 35, 'DOLocationID': 35, 'passenger_count': 1.0, 'trip_distance': 1.0, 'fare_amount': 7.9, 'extra': 1.0, 'mta_tax': 1.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 10.4, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '56260f22b136f778a46ea05f3ab62ef68d50f9316db5bb2b9600e8447ead7f36'}
[2025-03-16T03:50:35.025+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.024 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:38:02', 'lpep_dropoff_datetime': '2024-03-01 01:40:57', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 36, 'DOLocationID': 36, 'passenger_count': 5.0, 'trip_distance': 0.67, 'fare_amount': 5.8, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 1.66, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 9.96, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.025+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.025 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:00:20', 'lpep_dropoff_datetime': '2024-03-01 01:24:11', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 74, 'DOLocationID': 265, 'passenger_count': 2.0, 'trip_distance': 12.35, 'fare_amount': 47.8, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 50.3, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.025+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.025 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:51:00', 'lpep_dropoff_datetime': '2024-03-01 02:06:41', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 75, 'DOLocationID': 107, 'passenger_count': 1.0, 'trip_distance': 0.0, 'fare_amount': 13.5, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 3.75, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 22.5, 'payment_type': 1.0, 'trip_type': 1.0, 'congestion_surcharge': 2.75, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.026+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.026 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:58:53', 'lpep_dropoff_datetime': '2024-03-01 01:58:54', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 66, 'DOLocationID': 264, 'passenger_count': 1.0, 'trip_distance': 0.0, 'fare_amount': 10.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 2.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 13.0, 'payment_type': 1.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.026+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.026 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:04:31', 'lpep_dropoff_datetime': '2024-03-01 01:23:55', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 130, 'DOLocationID': 264, 'passenger_count': 1.0, 'trip_distance': 3.83, 'fare_amount': 21.9, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 24.4, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.027+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.027 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:37:34', 'lpep_dropoff_datetime': '2024-03-01 01:41:32', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 131, 'DOLocationID': 131, 'passenger_count': 1.0, 'trip_distance': 0.29, 'fare_amount': 5.8, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 8.3, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.027+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.027 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:57:24', 'lpep_dropoff_datetime': '2024-03-01 02:25:24', 'store_and_fwd_flag': 'N', 'RatecodeID': 1.0, 'PULocationID': 226, 'DOLocationID': 226, 'passenger_count': 1.0, 'trip_distance': 4.73, 'fare_amount': 28.9, 'extra': 1.0, 'mta_tax': 0.5, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 31.4, 'payment_type': 2.0, 'trip_type': 1.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.028+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.027 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:08:55', 'lpep_dropoff_datetime': '2024-03-01 01:19:44', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 167, 'DOLocationID': 213, 'passenger_count': 1.0, 'trip_distance': 3.26, 'fare_amount': 15.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 16.0, 'payment_type': 2.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
[2025-03-16T03:50:35.028+0000] {log.py:232} WARNING - 2025-03-16 03:50:35.028 | ERROR    | data_pipeline.bronze.validate_raw_data:validate_record:47 - Missing required field tpep_pickup_datetime for record: {'VendorID': 2, 'lpep_pickup_datetime': '2024-03-01 01:39:57', 'lpep_dropoff_datetime': '2024-03-01 01:54:58', 'store_and_fwd_flag': 'N', 'RatecodeID': 5.0, 'PULocationID': 42, 'DOLocationID': 168, 'passenger_count': 1.0, 'trip_distance': 3.25, 'fare_amount': 14.0, 'extra': 0.0, 'mta_tax': 0.0, 'tip_amount': 0.0, 'tolls_amount': 0.0, 'ehail_fee': nan, 'improvement_surcharge': 1.0, 'total_amount': 15.0, 'payment_type': 2.0, 'trip_type': 2.0, 'congestion_surcharge': 0.0, 'record_hash': '94dfd44d784fe40fa96518c37ee50986ba040c8713bb6160b1cc39cb58a3eb88'}
